Lag 2. Batch:1. Learning rate: 0.001,,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
52000,79.16666667,94.59585011,1.21803736,20.103
53000,79.46428571,94.7042428,1.238269498,20.483
54000,80.05952381,94.76618148,1.219957647,20.864
55000,80.05952381,94.7042428,1.207519865,21.248
56000,80.6547619,94.8590895,1.166202632,21.634
57000,81.0515873,94.99845153,1.153181828,22.015
58000,81.25,94.96748219,1.135877259,22.398
59000,81.34920635,95.06039021,1.137465664,22.782
60000,81.4484127,95.04490554,1.132249769,23.162
61000,81.74603175,95.12232889,1.109893839,23.544
62000,82.53968254,95.24620626,1.115013274,23.928
63000,82.14285714,95.15329823,1.119026313,24.313
64000,83.03571429,95.32362961,1.093647394,24.696
65000,82.83730159,95.29266027,1.112645499,25.076
66000,83.03571429,95.35459895,1.097991292,25.457
67000,83.23412698,95.29266027,1.062086047,25.844
68000,82.93650794,95.33911428,1.093149117,26.225
69000,82.83730159,95.30814494,1.073873932,26.605
70000,83.33333333,95.4320223,1.064855986,26.985
71000,83.03571429,95.38556829,1.051177361,27.369
72000,82.73809524,95.44750697,1.057440443,27.749
73000,82.24206349,95.40105296,1.069183682,28.132
74000,82.34126984,95.41653763,1.072179555,28.518
75000,82.44047619,95.40105296,1.054337451,28.906
76000,83.23412698,95.52493032,1.041163477,29.29
77000,83.33333333,95.55589966,1.042866892,29.671
78000,83.73015873,95.57138433,1.021195344,30.049
79000,83.92857143,95.60235367,1.021428124,30.429
80000,83.92857143,95.61783834,1.021380215,30.809
81000,84.02777778,95.69526169,1.017574827,31.188
82000,83.73015873,95.64880768,1.010037506,31.566
83000,84.92063492,95.7417157,0.979092091,31.944
84000,84.32539683,95.67977702,0.985874092,32.325
85000,84.12698413,95.77268504,1.003701792,32.707
86000,84.12698413,95.69526169,0.980600871,33.089
87000,84.72222222,95.75720037,0.975614831,33.472
88000,85.01984127,95.81913905,0.960830377,33.86
89000,84.32539683,95.80365438,0.980995224,34.239
90000,84.32539683,95.80365438,0.979351744,34.622
91000,84.62301587,95.8965624,0.974475,35.001
92000,84.52380952,95.85010839,0.963977993,35.385
93000,84.82142857,95.88107773,0.96826314,35.766
94000,84.12698413,95.86559306,0.989402242,36.147
95000,84.22619048,95.85010839,0.977296651,36.529
96000,84.62301587,95.92753174,0.960796184,36.91
97000,84.62301587,95.85010839,0.946716511,37.289
98000,84.72222222,95.91204707,0.939441042,37.676
99000,84.42460317,95.81913905,0.950116019,38.059
100000,84.72222222,95.86559306,0.938155504,38.444
101000,85.01984127,95.97398575,0.934727339,38.829
102000,84.92063492,96.00495509,0.940889114,39.211
103000,85.31746032,96.02043976,0.927483255,39.595
104000,85.11904762,96.06689378,0.950755835,39.975
105000,85.51587302,96.14431713,0.941226237,40.356
106000,85.51587302,96.11334779,0.936958855,40.738
107000,86.21031746,96.19077114,0.921083869,41.118
108000,85.81349206,96.14431713,0.935390077,41.496
109000,85.11904762,96.06689378,0.942219858,41.889
110000,85.11904762,96.06689378,0.934111257,42.27
111000,85.21825397,96.0514091,0.909413417,42.65
112000,84.82142857,96.06689378,0.920351802,43.032
113000,85.21825397,96.02043976,0.896289796,43.415
114000,85.61507937,96.14431713,0.890801249,43.797
115000,86.01190476,96.22174048,0.881468602,44.178
116000,86.21031746,96.17528647,0.873111559,44.565
117000,86.30952381,96.26819449,0.856289084,44.95
118000,86.21031746,96.26819449,0.848938939,45.332
119000,85.81349206,96.26819449,0.874127163,45.711
120000,85.71428571,96.14431713,0.857787297,46.093
121000,86.40873016,96.28367916,0.842863828,46.476
122000,86.50793651,96.33013317,0.838634043,46.864
123000,86.30952381,96.23722515,0.84370517,47.248
124000,86.30952381,96.26819449,0.85612784,47.627
125000,86.9047619,96.28367916,0.828355818,48.006
126000,86.9047619,96.26819449,0.82463581,48.385
127000,87.3015873,96.3146485,0.811141894,48.769
128000,87.00396825,96.23722515,0.816117744,49.151
129000,87.5,96.29916383,0.797409907,49.533
130000,87.20238095,96.26819449,0.793571546,49.922
131000,87.3015873,96.33013317,0.800117503,50.305
132000,87.00396825,96.39207185,0.811677553,50.686
133000,87.20238095,96.36110251,0.804758119,51.065
134000,87.3015873,96.43852586,0.81043668,51.444
135000,87.3015873,96.45401053,0.81163361,51.826
136000,87.1031746,96.36110251,0.809983284,52.21
137000,87.20238095,96.48497987,0.810420509,52.594
138000,87.20238095,96.45401053,0.810935031,52.983
139000,87.20238095,96.50046454,0.810907744,53.361
140000,87.20238095,96.48497987,0.797039291,53.743
141000,86.9047619,96.50046454,0.810289649,54.12
142000,87.00396825,96.50046454,0.806744416,54.499
143000,87.40079365,96.48497987,0.797306352,54.881
144000,87.3015873,96.4694952,0.790793265,55.265
145000,87.5,96.51594921,0.791577063,55.646
146000,87.79761905,96.59337256,0.795844546,56.027
147000,87.79761905,96.56240322,0.783816271,56.403
148000,88.29365079,96.6243419,0.767440746,56.786
149000,88.39285714,96.6243419,0.756759036,57.168
150000,88.39285714,96.71724992,0.764270475,57.547
151000,88.49206349,96.67079591,0.762030264,57.934
152000,88.39285714,96.71724992,0.767155584,58.313
153000,88.59126984,96.71724992,0.764186351,58.694
154000,88.39285714,96.70176525,0.747410764,59.075
155000,88.49206349,96.7791886,0.745146623,59.457
156000,88.49206349,96.76370393,0.741034286,59.842
157000,88.69047619,96.84112728,0.733728201,60.221
158000,88.39285714,96.7791886,0.749037799,60.602
159000,88.59126984,96.74821926,0.738036809,60.984
160000,88.59126984,96.68628058,0.732801885,61.365
161000,88.39285714,96.73273459,0.74729576,61.751
162000,88.59126984,96.73273459,0.742748019,62.131
163000,88.49206349,96.73273459,0.748748677,62.509
164000,88.69047619,96.74821926,0.744418401,62.893
165000,88.69047619,96.74821926,0.745885993,63.274
166000,88.88888889,96.73273459,0.745223309,63.66
167000,88.98809524,96.71724992,0.736608645,64.04
168000,88.69047619,96.74821926,0.756073706,64.42
169000,88.88888889,96.81015794,0.751616017,64.801
170000,88.49206349,96.79467327,0.750161663,65.186
171000,88.59126984,96.76370393,0.755661287,65.566
172000,88.78968254,96.79467327,0.75058653,65.948
173000,89.18650794,96.84112728,0.732807333,66.329
174000,89.08730159,96.82564261,0.736168199,66.713
175000,88.59126984,96.79467327,0.73951541,67.093
176000,88.78968254,96.85661195,0.727090454,67.475
177000,88.88888889,96.82564261,0.728352382,67.864
178000,88.88888889,96.81015794,0.705504435,68.249
179000,89.18650794,96.87209662,0.699981158,68.626
180000,88.88888889,96.82564261,0.702925105,69.007
181000,89.08730159,96.85661195,0.703361494,69.387
182000,89.28571429,96.93403531,0.70777514,69.766
183000,89.18650794,96.94951998,0.707613902,70.144
184000,89.18650794,96.91855063,0.708836115,70.523
185000,89.08730159,96.85661195,0.710082628,70.902
186000,88.88888889,96.85661195,0.722703626,71.285
187000,89.18650794,96.88758129,0.723923058,71.667
188000,89.18650794,96.87209662,0.719651502,72.049
189000,88.78968254,96.88758129,0.731957692,72.428
190000,89.08730159,96.91855063,0.714519105,72.815
191000,89.08730159,96.90306596,0.7124805,73.194
192000,89.08730159,96.94951998,0.712598455,73.577
193000,88.88888889,96.87209662,0.704381391,73.963
194000,88.78968254,96.91855063,0.708690729,74.347
195000,88.78968254,96.91855063,0.70534183,74.727
196000,88.98809524,96.96500465,0.700055082,75.109
197000,89.28571429,97.02694333,0.68788887,75.49
198000,89.08730159,96.91855063,0.692305844,75.875
199000,89.28571429,96.98048932,0.702168321,76.255
200000,89.38492063,96.99597399,0.705241853,76.636
201000,89.48412698,97.02694333,0.702550733,77.021
202000,89.48412698,97.02694333,0.695225804,77.411
203000,89.68253968,96.99597399,0.687581646,77.789
204000,89.68253968,97.01145866,0.691178479,78.165
205000,89.68253968,96.99597399,0.681871485,78.543
206000,89.98015873,97.042428,0.678935011,78.93
207000,90.07936508,97.02694333,0.665010693,79.312
208000,90.27777778,97.05791267,0.664220307,79.694
209000,90.17857143,97.05791267,0.666530322,80.078
210000,90.27777778,97.05791267,0.664813285,80.458
211000,89.98015873,97.05791267,0.668708107,80.837
212000,90.17857143,97.08888201,0.667979874,81.219
213000,90.27777778,97.08888201,0.657924012,81.598
214000,90.17857143,97.07339734,0.663336326,81.98
215000,90.17857143,97.10436668,0.663320873,82.358
216000,90.17857143,97.11985135,0.66941777,82.743
217000,90.07936508,97.16630536,0.680549747,83.131
218000,90.07936508,97.11985135,0.672122789,83.513
219000,90.07936508,97.16630536,0.673409225,83.901
220000,89.98015873,97.15082069,0.685917315,84.283
221000,89.98015873,97.16630536,0.66677276,84.666
222000,90.17857143,97.10436668,0.660629429,85.047
223000,90.27777778,97.16630536,0.66950607,85.427
224000,90.17857143,97.16630536,0.662515061,85.811
225000,90.17857143,97.22824404,0.662324022,86.191
226000,90.07936508,97.21275937,0.653752279,86.573
227000,90.27777778,97.1972747,0.650065565,86.952
228000,90.37698413,97.25921338,0.647059669,87.334
229000,90.67460317,97.29018272,0.629844483,87.718
230000,90.47619048,97.27469805,0.632902719,88.1
231000,90.67460317,97.32115206,0.636742083,88.483
232000,90.77380952,97.29018272,0.627385422,88.869
233000,90.57539683,97.25921338,0.629224833,89.25
234000,90.47619048,97.25921338,0.637382438,89.632
235000,90.57539683,97.25921338,0.631079251,90.014
236000,90.47619048,97.24372871,0.626655359,90.397
237000,90.47619048,97.22824404,0.622751869,90.777
238000,90.77380952,97.25921338,0.620082213,91.156
239000,90.37698413,97.22824404,0.624102537,91.536
240000,90.47619048,97.21275937,0.621527186,91.92
241000,90.37698413,97.1972747,0.623985286,92.299
242000,90.57539683,97.25921338,0.637438603,92.681
243000,90.47619048,97.22824404,0.645555235,93.069
244000,90.57539683,97.25921338,0.640375967,93.447
245000,90.67460317,97.29018272,0.633528878,93.831
246000,90.57539683,97.25921338,0.627752602,94.211
247000,90.27777778,97.22824404,0.626628122,94.591
248000,90.77380952,97.29018272,0.622707645,94.972
249000,91.17063492,97.32115206,0.61406149,95.353
250000,91.36904762,97.33663673,0.612019734,95.738
251000,90.97222222,97.29018272,0.612701088,96.117
252000,90.77380952,97.27469805,0.616283774,96.504
253000,91.07142857,97.32115206,0.62400047,96.888
254000,90.67460317,97.29018272,0.625912412,97.268
255000,90.67460317,97.29018272,0.621090262,97.649
256000,90.87301587,97.32115206,0.623014133,98.028
257000,91.17063492,97.39857541,0.623099903,98.404
258000,91.26984127,97.41406008,0.619984057,98.788
259000,91.36904762,97.39857541,0.622320949,99.167
260000,91.46825397,97.42954475,0.621886622,99.546
261000,91.56746032,97.46051409,0.611963306,99.926
262000,91.66666667,97.5069681,0.610082818,100.31
263000,91.66666667,97.49148343,0.609260192,100.69
264000,91.56746032,97.46051409,0.604824505,101.071
265000,91.46825397,97.41406008,0.599773649,101.453
266000,91.76587302,97.39857541,0.601477119,101.841
267000,91.46825397,97.42954475,0.607321252,102.226
268000,91.66666667,97.47599876,0.609513402,102.609
269000,91.56746032,97.42954475,0.58992697,102.989
270000,91.76587302,97.46051409,0.593370764,103.366
271000,91.86507937,97.47599876,0.598567396,103.751
272000,91.86507937,97.5069681,0.593202944,104.129
273000,91.96428571,97.5069681,0.594413918,104.512
274000,91.86507937,97.5069681,0.593269489,104.89
275000,91.96428571,97.47599876,0.582730076,105.277
276000,92.16269841,97.49148343,0.57711518,105.657
277000,92.06349206,97.46051409,0.582156656,106.04
278000,92.26190476,97.5069681,0.58335794,106.422
279000,92.06349206,97.49148343,0.585527803,106.804
280000,92.16269841,97.49148343,0.586916097,107.185
281000,92.26190476,97.52245277,0.587851737,107.57
282000,92.16269841,97.52245277,0.58924337,107.958
283000,92.55952381,97.59987612,0.58817099,108.342
284000,92.36111111,97.55342211,0.588951574,108.726
285000,92.75793651,97.59987612,0.584924799,109.109
286000,92.55952381,97.58439145,0.586872049,109.49
287000,92.36111111,97.53793744,0.590451699,109.872
288000,92.36111111,97.52245277,0.584338754,110.253
289000,92.36111111,97.58439145,0.581409858,110.633
290000,92.26190476,97.56890678,0.584179503,111.011
291000,92.06349206,97.56890678,0.590016975,111.392
292000,92.36111111,97.55342211,0.584063696,111.778
293000,91.86507937,97.47599876,0.588557166,112.158
294000,92.16269841,97.58439145,0.59013761,112.543
295000,92.06349206,97.53793744,0.588617457,112.924
296000,92.06349206,97.58439145,0.589412056,113.308
297000,91.86507937,97.58439145,0.591348101,113.692
298000,91.76587302,97.61536079,0.593125493,114.075
299000,91.46825397,97.58439145,0.600189314,114.456
300000,91.46825397,97.55342211,0.607807747,114.838
301000,91.46825397,97.56890678,0.599129716,115.218
302000,91.46825397,97.53793744,0.599475784,115.603
303000,91.46825397,97.53793744,0.597748348,115.986
304000,91.66666667,97.55342211,0.582317111,116.368
305000,91.56746032,97.5069681,0.584589787,116.75
306000,91.36904762,97.47599876,0.583538608,117.128
307000,91.46825397,97.49148343,0.580128466,117.513
308000,91.46825397,97.47599876,0.586855101,117.895
309000,91.66666667,97.52245277,0.588400108,118.276
310000,91.66666667,97.55342211,0.591791659,118.656
311000,91.56746032,97.52245277,0.587808888,119.036
312000,91.76587302,97.55342211,0.587065486,119.419
313000,91.46825397,97.5069681,0.580797232,119.798
314000,91.46825397,97.49148343,0.585044316,120.186
315000,91.56746032,97.5069681,0.585824117,120.567
316000,91.56746032,97.52245277,0.583354224,120.953
317000,91.26984127,97.47599876,0.587022442,121.334
318000,91.46825397,97.52245277,0.578764037,121.714
319000,91.46825397,97.56890678,0.579633646,122.097
320000,91.46825397,97.53793744,0.571509112,122.48
321000,91.76587302,97.61536079,0.576887161,122.866
322000,92.06349206,97.63084546,0.570250292,123.248
323000,92.06349206,97.63084546,0.570372372,123.626
324000,91.96428571,97.59987612,0.568598701,124.002
325000,92.06349206,97.63084546,0.567332935,124.384
326000,92.16269841,97.63084546,0.565427724,124.765
327000,91.96428571,97.63084546,0.57638058,125.15
328000,92.06349206,97.6618148,0.577481701,125.533
329000,91.76587302,97.63084546,0.571078169,125.916
330000,91.86507937,97.63084546,0.574937264,126.299
331000,91.86507937,97.63084546,0.570569272,126.682
332000,91.86507937,97.61536079,0.563013389,127.068
333000,91.96428571,97.59987612,0.567801008,127.448
334000,91.86507937,97.58439145,0.558860267,127.838
335000,92.06349206,97.61536079,0.561556719,128.217
336000,92.26190476,97.6618148,0.56438472,128.601
337000,91.86507937,97.61536079,0.563126266,128.982
338000,92.26190476,97.67729947,0.550694156,129.361
339000,92.55952381,97.69278414,0.556268561,129.741
340000,92.26190476,97.63084546,0.559001623,130.12
341000,92.36111111,97.67729947,0.562976507,130.504
342000,92.36111111,97.67729947,0.556694555,130.89
343000,92.55952381,97.72375348,0.559004521,131.27
344000,92.36111111,97.67729947,0.556889908,131.652
345000,92.26190476,97.67729947,0.561702819,132.032
346000,92.36111111,97.67729947,0.550148451,132.415
347000,92.46031746,97.67729947,0.534621725,132.792
348000,92.55952381,97.6618148,0.536042401,133.173
349000,92.55952381,97.6618148,0.540898195,133.556
350000,92.65873016,97.70826881,0.537813159,133.937
351000,92.46031746,97.67729947,0.544760208,134.322
352000,92.55952381,97.70826881,0.543695309,134.703
353000,92.75793651,97.75472282,0.5369129,135.086
354000,92.75793651,97.75472282,0.540242793,135.467
355000,92.46031746,97.75472282,0.551235619,135.855
356000,92.75793651,97.83214618,0.553230334,136.235
357000,92.75793651,97.75472282,0.541606659,136.618
358000,92.75793651,97.72375348,0.535767,136.998
359000,92.75793651,97.77020749,0.537762713,137.379
360000,92.65873016,97.72375348,0.540140046,137.76
361000,92.95634921,97.78569216,0.533112029,138.141
362000,93.05555556,97.77020749,0.531989143,138.523
363000,92.95634921,97.78569216,0.535470607,138.902
364000,92.65873016,97.75472282,0.539390337,139.286
365000,92.55952381,97.73923815,0.534580262,139.67
366000,92.75793651,97.77020749,0.531616389,140.052
367000,92.95634921,97.84763085,0.536967476,140.436
368000,93.05555556,97.81666151,0.53464563,140.821
369000,93.05555556,97.83214618,0.53171771,141.203
370000,93.05555556,97.83214618,0.531834535,141.583
371000,93.05555556,97.90956953,0.537238412,141.962
372000,93.1547619,97.83214618,0.534726912,142.344
373000,93.1547619,97.83214618,0.542769926,142.725
374000,93.1547619,97.80117683,0.534151211,143.106
375000,93.05555556,97.83214618,0.539508491,143.486
376000,92.85714286,97.80117683,0.534689603,143.869
377000,92.85714286,97.73923815,0.525895667,144.251
378000,93.05555556,97.77020749,0.534132368,144.635
379000,93.25396825,97.89408486,0.536933961,145.015
380000,93.1547619,97.86311552,0.533172129,145.397
381000,93.1547619,97.83214618,0.527535075,145.779
382000,93.1547619,97.90956953,0.534901803,146.163
383000,93.25396825,97.90956953,0.534319396,146.543
384000,92.95634921,97.80117683,0.530260475,146.923
385000,92.95634921,97.78569216,0.525101828,147.308
386000,93.1547619,97.86311552,0.532324279,147.687
387000,93.05555556,97.86311552,0.533515315,148.067
388000,93.1547619,97.83214618,0.528583163,148.448
389000,93.1547619,97.80117683,0.519722509,148.831
390000,93.1547619,97.86311552,0.523712388,149.21
391000,93.1547619,97.86311552,0.523293863,149.589
392000,92.95634921,97.83214618,0.52032728,149.973
393000,92.95634921,97.81666151,0.519296727,150.353
394000,92.75793651,97.75472282,0.5194976,150.739
395000,92.95634921,97.83214618,0.522697948,151.119
396000,93.1547619,97.89408486,0.522832764,151.499
397000,93.25396825,97.9250542,0.522932685,151.882
398000,93.1547619,97.9250542,0.527839943,152.262
399000,93.25396825,97.90956953,0.531201751,152.641
400000,92.85714286,97.90956953,0.543778635,153.022
401000,92.75793651,97.89408486,0.535518149,153.4
402000,92.36111111,97.83214618,0.533611882,153.795
403000,92.46031746,97.84763085,0.537682227,154.173
404000,92.55952381,97.84763085,0.533780342,154.551
405000,92.75793651,97.90956953,0.537444225,154.942
406000,92.75793651,97.87860019,0.530980345,155.323
407000,92.75793651,97.86311552,0.528897593,155.704
408000,92.75793651,97.87860019,0.527442626,156.088
409000,92.75793651,97.89408486,0.525773503,156.473
410000,92.75793651,97.83214618,0.520074774,156.855
411000,92.95634921,97.83214618,0.51395362,157.239
412000,92.95634921,97.89408486,0.518070639,157.62
413000,92.85714286,97.90956953,0.524646458,158.001
414000,93.25396825,97.94053887,0.52133727,158.379
415000,93.3531746,97.9250542,0.523973152,158.759
416000,93.45238095,97.94053887,0.52737249,159.137
417000,93.3531746,97.9250542,0.52527565,159.522
418000,93.3531746,97.94053887,0.520270382,159.901
419000,93.45238095,97.94053887,0.517936381,160.282
420000,93.65079365,97.89408486,0.502124988,160.661
421000,93.65079365,97.89408486,0.503090828,161.041
422000,93.5515873,97.9250542,0.499826109,161.421
423000,93.65079365,97.89408486,0.497180156,161.805
424000,93.45238095,97.89408486,0.494831175,162.184
425000,93.45238095,97.90956953,0.495501747,162.563
426000,93.3531746,97.87860019,0.501512782,162.95
427000,93.5515873,97.9250542,0.506083759,163.333
428000,93.1547619,97.89408486,0.506566367,163.714
429000,93.65079365,97.87860019,0.501496506,164.097
430000,93.65079365,97.9250542,0.504929488,164.478
431000,93.65079365,97.97150821,0.506043064,164.865
432000,93.65079365,97.98699288,0.509569332,165.243
433000,93.45238095,97.9250542,0.509167187,165.623
434000,93.45238095,97.90956953,0.507683791,166.004
435000,93.45238095,97.95602354,0.508542766,166.389
436000,93.45238095,97.95602354,0.508266552,166.77
437000,93.05555556,97.86311552,0.508525091,167.151
438000,93.25396825,97.90956953,0.500278426,167.536
439000,93.1547619,97.86311552,0.502800775,167.919
440000,93.3531746,97.90956953,0.502999892,168.299
441000,93.25396825,97.89408486,0.496356852,168.679
442000,93.25396825,97.9250542,0.49779,169.063
443000,93.1547619,97.90956953,0.499555667,169.444
444000,93.25396825,97.94053887,0.507214334,169.833
445000,93.1547619,97.9250542,0.505059463,170.209
446000,93.1547619,97.9250542,0.505564921,170.593
447000,93.1547619,97.86311552,0.504841371,170.981
448000,93.25396825,97.87860019,0.502503361,171.402
449000,93.05555556,97.81666151,0.497502041,171.779
450000,93.05555556,97.86311552,0.495370626,172.185
451000,93.1547619,97.90956953,0.49562552,172.568
452000,92.95634921,97.86311552,0.49600018,172.954
453000,93.1547619,97.89408486,0.496016518,173.349
454000,93.25396825,97.95602354,0.502173949,173.735
455000,93.25396825,97.94053887,0.503288859,174.115
456000,93.3531746,97.98699288,0.509417795,174.499
457000,93.3531746,97.95602354,0.510570971,174.874
458000,93.25396825,97.97150821,0.513094066,175.249
459000,93.1547619,97.9250542,0.512757828,175.623
460000,93.05555556,97.90956953,0.511479469,175.997
461000,93.1547619,97.98699288,0.511036541,176.373
462000,93.1547619,97.95602354,0.506255558,176.751
463000,93.25396825,98.00247755,0.511314756,177.134
464000,93.05555556,97.97150821,0.515234974,177.509
465000,93.25396825,98.01796222,0.51203788,177.896
466000,93.25396825,98.01796222,0.510816487,178.272
467000,93.1547619,98.00247755,0.507763026,178.648
468000,93.1547619,98.01796222,0.504761801,179.023
469000,93.45238095,98.06441623,0.504400614,179.398
470000,93.3531746,98.01796222,0.508308174,179.772
471000,93.3531746,98.01796222,0.505703532,180.145
472000,93.45238095,98.01796222,0.501040173,180.519
473000,93.45238095,98.04893156,0.508008453,180.894
474000,93.5515873,97.98699288,0.502861932,181.267
475000,93.65079365,98.00247755,0.499660406,181.642
476000,93.65079365,97.98699288,0.490569755,182.015
477000,93.84920635,98.03344689,0.490843081,182.391
478000,93.84920635,98.04893156,0.491396702,182.77
479000,93.5515873,97.95602354,0.490410622,183.156
480000,93.45238095,97.98699288,0.49329619,183.53
481000,93.5515873,97.95602354,0.493025258,183.907
482000,93.5515873,97.94053887,0.48368091,184.285
483000,93.5515873,98.01796222,0.487931831,184.668
484000,93.5515873,98.00247755,0.489058115,185.057
485000,93.5515873,98.01796222,0.485912115,185.436
486000,93.65079365,98.03344689,0.490094799,185.809
487000,93.75,98.03344689,0.485081393,186.186
488000,93.84920635,98.06441623,0.488438955,186.559
489000,93.84920635,98.09538557,0.490178557,186.934
490000,93.75,98.06441623,0.486859574,187.31
491000,93.75,98.04893156,0.489147211,187.686
492000,93.84920635,98.06441623,0.485968638,188.062
493000,93.75,98.06441623,0.487524629,188.458
494000,93.84920635,98.0799009,0.485961212,188.837
495000,93.84920635,98.09538557,0.482292363,189.245
496000,93.75,98.0799009,0.484634528,189.628
497000,93.84920635,98.0799009,0.48193824,190.009
498000,93.84920635,98.04893156,0.476010854,190.387
499000,93.9484127,98.06441623,0.474853754,190.765
500000,93.9484127,98.11087024,0.477010607,191.141
501000,93.9484127,98.06441623,0.472200685,191.521
502000,94.04761905,98.04893156,0.467270567,191.898
503000,94.04761905,98.06441623,0.465307784,192.279
504000,93.9484127,98.0799009,0.471385974,192.652
505000,94.04761905,98.0799009,0.472137986,193.026
506000,94.04761905,98.0799009,0.473790587,193.399
507000,94.04761905,98.09538557,0.475029923,193.773
508000,93.9484127,98.11087024,0.476203436,194.146
509000,93.84920635,98.09538557,0.480167831,194.52
510000,93.84920635,98.09538557,0.475827733,194.894
511000,93.9484127,98.11087024,0.468722146,195.269
512000,93.9484127,98.09538557,0.467568816,195.642
513000,93.9484127,98.0799009,0.467694005,196.027
514000,93.9484127,98.0799009,0.469182155,196.403
515000,93.9484127,98.11087024,0.467532982,196.785
516000,93.9484127,98.09538557,0.467132923,197.158
517000,93.9484127,98.11087024,0.471167193,197.531
518000,93.9484127,98.11087024,0.469839003,197.906
519000,94.04761905,98.15732425,0.47142258,198.282
520000,94.04761905,98.17280892,0.476813351,198.657
521000,93.9484127,98.12635491,0.47089066,199.034
522000,94.04761905,98.12635491,0.465421386,199.408
523000,93.9484127,98.17280892,0.469444127,199.782
524000,93.9484127,98.09538557,0.463486565,200.16
525000,93.9484127,98.14183958,0.466136787,200.54
526000,93.9484127,98.17280892,0.474634962,200.913
527000,93.75,98.14183958,0.471314975,201.286
528000,93.84920635,98.14183958,0.476522883,201.66
529000,93.75,98.14183958,0.476796983,202.034
530000,93.9484127,98.21926293,0.472570339,202.406
531000,93.9484127,98.20377826,0.479531422,202.79
532000,93.84920635,98.15732425,0.481271019,203.174
533000,93.9484127,98.18829359,0.479237323,203.558
534000,93.9484127,98.17280892,0.473369604,203.933
535000,93.9484127,98.17280892,0.47626783,204.312
536000,93.84920635,98.17280892,0.477048816,204.686
537000,93.75,98.11087024,0.475137085,205.064
538000,93.84920635,98.11087024,0.469821004,205.445
539000,93.9484127,98.14183958,0.475862977,205.822
540000,93.9484127,98.11087024,0.477617727,206.198
541000,94.04761905,98.11087024,0.472695145,206.574
542000,93.9484127,98.12635491,0.475117085,206.949
543000,93.9484127,98.11087024,0.46604806,207.324
544000,93.84920635,98.09538557,0.470652965,207.698
545000,93.84920635,98.11087024,0.458879749,208.073
546000,94.04761905,98.12635491,0.460153499,208.451
547000,94.04761905,98.12635491,0.455072305,208.826
548000,94.04761905,98.12635491,0.456552577,209.205
549000,94.1468254,98.15732425,0.460389853,209.578
550000,93.9484127,98.11087024,0.4595562,209.957
551000,93.75,98.14183958,0.458958731,210.331
552000,93.75,98.11087024,0.461481611,210.705
553000,93.75,98.0799009,0.456972131,211.077
554000,93.9484127,98.14183958,0.455508071,211.459
555000,94.1468254,98.15732425,0.456546889,211.835
556000,94.1468254,98.17280892,0.454589225,212.21
