Lag 1. Batch:1. Learning rate: 0.001,,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
0,1.884920635,1.269742954,13.32076638,0.173
1000,16.07142857,42.89253639,8.779790061,0.439
2000,23.80952381,67.8073707,8.226374328,0.704
3000,29.16666667,74.23350883,7.627427358,0.97
4000,31.0515873,77.23753484,7.184118702,1.236
5000,31.74603175,78.67760917,6.655602043,1.5
6000,33.43253968,80.36543822,6.351249411,1.765
7000,33.82936508,81.32548777,5.949247222,2.03
8000,34.92063492,82.37844534,5.65902328,2.297
9000,35.01984127,82.40941468,5.221128704,2.562
10000,36.11111111,82.98234748,4.932772658,2.828
11000,37.5,83.92691236,4.777238757,3.092
12000,38.49206349,84.43790647,4.581973393,3.358
13000,40.27777778,84.82502323,4.335622706,3.624
14000,40.67460317,85.10374729,4.123350804,3.892
15000,41.96428571,85.4598947,3.899148298,4.159
16000,43.1547619,85.81604212,3.617980463,4.453
17000,45.93253968,86.38897491,3.514084218,4.732
18000,48.11507937,86.82254568,3.364276969,5.015
19000,49.30555556,87.05481573,3.168098889,5.279
20000,49.90079365,87.0703004,3.018302742,5.546
21000,51.38888889,87.56580985,2.96395153,5.814
22000,51.68650794,87.81356457,2.842370056,6.081
23000,52.77777778,87.93744193,2.758378825,6.352
24000,53.57142857,88.03034995,2.65137956,6.622
25000,54.36507937,88.3710127,2.611255584,6.89
26000,55.95238095,88.69619077,2.531942558,7.159
27000,56.74603175,89.00588417,2.469888178,7.423
28000,58.23412698,89.30009291,2.363771352,7.691
29000,59.12698413,89.4084856,2.285332618,7.956
30000,60.31746032,89.68720966,2.222687399,8.223
31000,60.21825397,89.74914834,2.192070949,8.49
32000,60.61507937,89.99690307,2.184191615,8.762
33000,61.30952381,89.9814184,2.097015941,9.044
34000,62.8968254,90.12078043,2.018640784,9.316
35000,63.98809524,90.35305048,1.964239228,9.579
36000,63.98809524,90.49241251,1.972197324,9.845
37000,64.78174603,90.7556519,1.932330331,10.11
38000,65.57539683,90.97243729,1.892203885,10.375
39000,65.57539683,91.0188913,1.877385296,10.639
40000,66.66666667,91.14276866,1.831158941,10.904
41000,67.36111111,91.4834314,1.812520537,11.167
42000,68.45238095,91.56085475,1.77920655,11.432
43000,68.75,91.65376277,1.75479926,11.697
44000,69.3452381,91.82409415,1.746224912,11.963
45000,69.3452381,91.88603283,1.719725511,12.229
46000,70.23809524,91.91700217,1.677465645,12.5
47000,70.73412698,92.04087953,1.648053804,12.761
48000,70.83333333,92.08733354,1.627228542,13.029
49000,71.32936508,91.99442552,1.592395736,13.292
50000,71.82539683,92.10281821,1.559309709,13.557
51000,72.32142857,92.41251161,1.565547592,13.822
52000,72.71825397,92.47445029,1.557804604,14.09
53000,73.51190476,92.5209043,1.532366917,14.355
54000,73.51190476,92.629297,1.481006438,14.619
55000,73.11507937,92.66026634,1.482601886,14.882
56000,73.01587302,92.69123568,1.496758788,15.148
57000,73.31349206,92.72220502,1.480764046,15.412
58000,73.90873016,92.81511304,1.426739524,15.684
59000,74.00793651,92.75317436,1.435343835,15.948
60000,74.4047619,92.89253639,1.432124351,16.214
61000,74.8015873,93.01641375,1.438216086,16.478
62000,74.50396825,93.01641375,1.444123131,16.743
63000,74.8015873,93.06286776,1.420958305,17.007
64000,74.90079365,93.14029111,1.443838096,17.273
65000,75.3968254,93.20222979,1.409822829,17.538
66000,75.99206349,93.31062248,1.392660313,17.804
67000,75.49603175,93.29513781,1.385682783,18.068
68000,75.89285714,93.37256116,1.383149242,18.334
69000,75.29761905,93.31062248,1.378852678,18.598
70000,75.79365079,93.4035305,1.3778669,18.863
71000,76.28968254,93.43449985,1.366681583,19.128
72000,76.88492063,93.57386188,1.324800082,19.396
73000,77.08333333,93.5119232,1.316505547,19.661
74000,77.77777778,93.68225457,1.301633173,19.926
75000,77.48015873,93.74419325,1.291562647,20.19
76000,77.97619048,93.80613193,1.272422182,20.455
77000,77.77777778,93.79064726,1.286366639,20.722
78000,78.07539683,93.83710127,1.274300328,20.987
79000,78.47222222,93.93000929,1.263580396,21.252
80000,78.67063492,93.94549396,1.232796291,21.516
81000,78.67063492,93.91452462,1.240112556,21.78
82000,78.67063492,93.9764633,1.242753944,22.048
83000,78.76984127,93.99194797,1.218874331,22.312
84000,78.96825397,94.02291731,1.203307631,22.577
85000,79.06746032,94.06937132,1.205611948,22.842
86000,79.16666667,94.11582533,1.186796099,23.106
87000,79.36507937,94.19324868,1.188487412,23.371
