Teties,,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
139000,70.83333333,92.48993496,1.576779499,232.414
140000,70.63492063,92.5209043,1.557976837,234.081
141000,70.93253968,92.48993496,1.545793435,235.752
142000,71.13095238,92.58284299,1.542018442,237.446
143000,71.23015873,92.53638897,1.538754097,239.129
144000,71.42857143,92.629297,1.536371328,240.806
145000,71.03174603,92.55187365,1.52336452,242.486
146000,71.72619048,92.72220502,1.520433555,244.181
147000,71.52777778,92.64478167,1.517945381,245.849
148000,71.42857143,92.75317436,1.513460813,247.529
149000,71.72619048,92.73768969,1.493305983,249.204
150000,71.42857143,92.70672035,1.499064404,250.874
151000,71.82539683,92.70672035,1.487977691,252.55
152000,71.62698413,92.66026634,1.490523651,254.221
153000,71.62698413,92.66026634,1.468009019,255.89
154000,72.22222222,92.79962837,1.453037753,257.565
155000,72.42063492,92.86156705,1.460453296,259.236
156000,72.12301587,92.90802106,1.473150528,260.902
157000,72.61904762,92.96995974,1.462417943,262.574
158000,72.42063492,92.87705172,1.439163432,264.242
159000,72.51984127,92.98544441,1.464214463,265.906
160000,72.81746032,93.04738309,1.45455344,267.575
161000,73.31349206,93.10932177,1.440735259,269.249
162000,72.42063492,92.95447507,1.427077369,270.914
163000,73.31349206,93.06286776,1.441314665,272.582
164000,72.81746032,92.95447507,1.426507695,274.247
165000,73.41269841,93.15577578,1.446515046,275.908
166000,73.21428571,93.10932177,1.427117694,277.577
167000,73.71031746,93.12480644,1.412533635,279.247
168000,73.90873016,93.26416847,1.418767395,280.913
169000,73.71031746,93.20222979,1.398814366,282.578
170000,73.51190476,93.12480644,1.394158097,284.255
171000,74.30555556,93.31062248,1.394803069,285.941
172000,74.20634921,93.29513781,1.386703771,287.614
173000,74.4047619,93.35707649,1.384341683,289.284
174000,73.90873016,93.26416847,1.373413258,290.957
175000,74.30555556,93.37256116,1.381549305,292.627
176000,74.00793651,93.37256116,1.372108145,294.295
177000,74.00793651,93.34159182,1.37714124,295.952
178000,74.50396825,93.41901517,1.378468906,297.61
179000,74.50396825,93.44998452,1.376162195,299.27
180000,74.6031746,93.41901517,1.346895118,300.94
181000,74.10714286,93.4035305,1.365585377,302.607
182000,73.90873016,93.34159182,1.375388099,304.267
183000,74.30555556,93.4035305,1.350478072,305.932
184000,74.6031746,93.44998452,1.342258858,307.593
185000,74.50396825,93.48095386,1.347674838,309.257
186000,74.90079365,93.52740787,1.348350104,310.916
187000,74.4047619,93.44998452,1.337323452,312.577
188000,74.70238095,93.54289254,1.334184388,314.235
189000,74.90079365,93.54289254,1.324315282,315.902
190000,74.6031746,93.5119232,1.333647223,317.559
191000,74.8015873,93.52740787,1.317221099,319.221
192000,75,93.57386188,1.3080378,320.876
193000,74.90079365,93.57386188,1.304542896,322.538
194000,74.10714286,93.52740787,1.320740141,324.203
195000,74.8015873,93.57386188,1.311422441,325.866
196000,74.70238095,93.52740787,1.308618908,327.524
197000,75,93.62031589,1.290394813,329.19
