Teties,,,,
Cycles,Accuracy Testing, Accuracy Training,Err,Time
0,2.281746032,2.338185197,22.13639242,0.538
1000,17.16269841,45.95850108,13.30960345,4.127
2000,20.33730159,59.29080211,11.97325087,7.716
3000,21.92460317,64.694952,11.1638114,11.288
4000,23.11507937,69.12356767,10.51397146,14.879
5000,24.30555556,70.51718798,9.816546048,18.483
6000,24.70238095,72.31340972,9.204563666,22.069
7000,26.68650794,73.9857541,8.685834095,25.653
8000,26.98412698,75.05419635,8.313609697,29.233
9000,28.57142857,75.79746051,7.744913138,32.823
10000,29.56349206,76.97429545,7.416956201,36.403
11000,31.15079365,77.33044286,6.951053074,40.014
12000,31.15079365,77.57819758,6.832354668,43.616
13000,31.6468254,78.53824714,6.606663574,47.214
14000,31.8452381,78.73954785,6.30242035,50.799
15000,33.23412698,79.6995974,6.116194736,54.402
16000,34.62301587,80.21059151,5.819393306,57.99
17000,36.50793651,80.45834624,5.507031588,61.577
18000,36.70634921,81.01579436,5.275157795,65.167
19000,37.59920635,81.21709508,5.141242645,68.754
20000,38.29365079,81.37194178,4.892250816,72.343
21000,38.39285714,81.58872716,4.811826857,75.92
22000,40.17857143,82.347476,4.541378438,79.53
23000,41.56746032,82.54877671,4.45239434,83.122
24000,42.46031746,82.90492413,4.330015506,86.715
25000,43.65079365,83.16816352,4.173348585,90.309
26000,43.3531746,83.26107154,4.071744641,93.878
27000,44.44444444,83.64818829,3.917736016,97.514
28000,45.53571429,83.75658098,3.797992085,101.154
29000,45.93253968,84.06627439,3.711615771,104.796
30000,47.61904762,84.80953856,3.6010106,108.401
31000,47.61904762,84.6856612,3.525644824,111.987
32000,48.51190476,85.21213998,3.43480155,115.573
33000,50.29761905,85.36698668,3.370164054,119.172
34000,50.5952381,85.33601734,3.297095644,122.765
35000,51.38888889,85.7231341,3.270053274,126.354
36000,52.38095238,85.90895014,3.195440905,129.955
37000,51.78571429,85.84701146,3.097571443,133.545
38000,54.06746032,86.1876742,3.027834018,137.139
39000,53.86904762,86.55930629,3.000057353,140.728
40000,54.06746032,86.66769898,2.953747724,144.331
41000,55.45634921,87.08578507,2.918183073,147.913
42000,55.45634921,87.16320842,2.857042619,151.501
43000,55.35714286,87.31805513,2.877152671,155.096
44000,56.15079365,87.17869309,2.786157968,158.686
45000,57.24206349,87.37999381,2.714037471,162.278
46000,57.34126984,87.37999381,2.656275497,165.872
47000,58.92857143,87.72065655,2.651754664,169.458
48000,59.12698413,87.70517188,2.553599587,173.056
49000,58.63095238,87.90647259,2.645908083,176.643
50000,58.73015873,87.9529266,2.559430261,180.262
51000,59.92063492,87.92195726,2.501981847,183.853
52000,60.81349206,88.23165067,2.488135292,187.453
53000,59.92063492,87.9529266,2.458163096,191.037
54000,61.40873016,88.66522143,2.496435424,194.625
55000,62.3015873,88.49489006,2.368991531,198.231
